Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
SUV,19712,1,Hyundai,Hyundai Venue,2020,868000,Petrol,Comprehensive,Manual,18.27,998,118.35,White,5,Kolkata
Sedan,31772,1,Honda,Honda City,2019,917000,Petrol,Comprehensive,Automatic,18.0,1497,117.6,Grey,5,Kolkata
Sedan,150000,1,Hindustan Motors,Ambassador,2013,100000,Diesel,Third Party insurance,Manual,12.8,1995,51.28864,Yellow,5,Kolkata
Sedan,31055,1,Hyundai,Hyundai Verna,2019,867000,Petrol,Third Party insurance,Manual,17.0,1591,121.3,Black,5,Kolkata
SUV,25695,1,Renault,Renault Duster,2021,827000,Petrol,Comprehensive,Manual,16.42,1498,104.55,Blue,5,Kolkata
Hatchback,20000,1,Maruti,Maruti S-Presso,2021,420000,Petrol,Third Party insurance,Manual,21.7,998,65.71,White,5,Kolkata
SUV,24181,1,Mahindra,Mahindra XUV300,2019,942000,Diesel,Comprehensive,Manual,20.0,1497,115.0,Red,5,Kolkata
SUV,70000,1,Kia,Kia Seltos,2020,1300000,Diesel,Third Party insurance,Automatic,18.0,1493,113.43,Others,5,Kolkata
SUV,42970,1,Renault,Renault Duster,2020,803999,Petrol,Comprehensive,Manual,16.42,1498,104.55,Silver,5,Kolkata
Hatchback,12541,2,Maruti,Maruti Alto,2012,179000,Petrol,Comprehensive,Manual,19.7,796,46.3,Red,5,Kolkata
Hatchback,10000,1,Hyundai,Hyundai i20,2019,550000,Petrol,Third Party insurance,Manual,18.6,1197,81.86,Others,5,Kolkata
Hatchback,10000,2,Hyundai,Hyundai Grand i10 Nios,2021,650000,Petrol,Third Party insurance,Manual,20.7,1197,81.86,Others,5,Kolkata
Sedan,49817,1,Honda,Honda City,2015,449000,Petrol,Comprehensive,Manual,16.8,1497,116.3,Golden Brown,5,Kolkata
Hatchback,10000,2,Hyundai,Hyundai Grand i10 Nios,2021,650000,Petrol,Third Party insurance,Manual,20.7,1197,81.86,Others,5,Kolkata
Hatchback,30000,2,Renault,Renault KWID,2016,250000,Petrol,Third Party insurance,Manual,23.01,999,67.0,Others,5,Kolkata
SUV,10000,2,Tata,Tata Nexon,2022,821000,Petrol,Third Party insurance,Manual,17.33,1199,118.35,Others,5,Kolkata
Hatchback,20000,1,Hyundai,Hyundai Grand i10,2013,300000,Diesel,Third Party insurance,Manual,24.0,1120,70.0,Others,5,Kolkata
MUV,10000,2,Maruti,Maruti XL6,2021,950000,Petrol,Third Party insurance,Manual,19.01,1462,103.2,Others,6,Kolkata
SUV,80000,2,Mahindra,Mahindra XUV500,2015,700000,Diesel,Third Party insurance,Manual,16.0,1997,140.0,Others,7,Kolkata
Sedan,70000,2,Hyundai,Hyundai Xcent,2014,280000,Diesel,Third Party insurance,Manual,24.4,1120,71.01,Others,5,Kolkata
Hatchback,6347,1,Maruti,Maruti Swift,2020,663000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Blue,5,Kolkata
Hatchback,19437,2,Maruti,Maruti Ignis,2019,559000,Petrol,Comprehensive,Automatic,20.89,1197,81.8,White,5,Kolkata
Hatchback,61262,1,Maruti,Maruti Swift,2019,500000,Diesel,Third Party insurance,Manual,28.4,1248,74.0,White,5,Kolkata
SUV,6059,1,Tata,Tata Nexon,2021,934000,Petrol,Comprehensive,Manual,17.33,1199,118.35,Blue,5,Kolkata
Hatchback,9134,1,Tata,Tata Altroz,2022,914000,Diesel,Comprehensive,Manual,23.64,1497,88.77,Black,5,Kolkata
Hatchback,23092,1,Maruti,Maruti Baleno,2022,840000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Grey,5,Kolkata
Hatchback,33937,1,Tata,Tata Altroz,2020,684000,Diesel,Comprehensive,Manual,23.64,1497,88.77,Red,5,Kolkata
Sedan,20000,1,Maruti,Maruti Ciaz,2015,524000,Petrol,Third Party insurance,Manual,20.73,1373,91.1,White,5,Kolkata
Hatchback,49134,1,Toyota,Toyota Etios Liva,2017,442000,Petrol,Comprehensive,Manual,17.71,1197,78.9,Grey,5,Kolkata
Hatchback,71900,2,Maruti,Maruti Ritz,2010,192000,Petrol,Comprehensive,Manual,21.1,1197,85.8,Blue,5,Kolkata
Hatchback,20000,1,Maruti,Maruti Wagon R,2020,580000,Petrol,Third Party insurance,Manual,21.79,998,67.05,Others,5,Kolkata
Sedan,20000,1,BMW,BMW 5 Series,2019,3800000,Diesel,Third Party insurance,Automatic,18.12,1995,190.0,Black,5,Kolkata
Sedan,10000,1,Honda,Honda Amaze,2021,828999,Petrol,Third Party insurance,Automatic,18.3,1199,88.76,Others,5,Kolkata
SUV,22336,1,Ford,Ford Endeavour,2017,2649000,Diesel,Comprehensive,Automatic,10.91,3198,197.0,Maroon,7,Kolkata
SUV,30000,1,BMW,BMW X1,2016,1950000,Diesel,Third Party insurance,Automatic,20.68,1995,188.0,Others,5,Kolkata
Hatchback,10000,2,Hyundai,Hyundai i20,2019,600000,Petrol,Third Party insurance,Manual,18.6,1197,81.86,Blue,5,Kolkata
Sedan,48384,1,Honda,Honda City,2019,775000,Petrol,Comprehensive,Manual,17.4,1497,117.6,White,5,Kolkata
SUV,32000,1,MG,MG Hector,2019,1365000,Petrol,Third Party insurance,Automatic,13.96,1451,141.0,White,5,Kolkata
Sedan,20000,1,Skoda,Skoda Rapid,2020,850000,Petrol,Third Party insurance,Manual,14.3,1598,103.2,Others,5,Kolkata
Sedan,56023,1,Toyota,Toyota Etios,2015,434999,Petrol,Comprehensive,Manual,16.78,1496,88.73,White,5,Kolkata
Sedan,60840,2,Hyundai,Hyundai Elantra,2019,956000,Diesel,Comprehensive,Manual,22.54,1582,126.2,Black,5,Kolkata
Hatchback,18984,1,Nissan,Nissan Micra,2017,430999,Petrol,Comprehensive,Automatic,19.34,1198,75.94,Blue,5,Kolkata
MUV,50000,1,Maruti,Maruti Ertiga,2014,575000,Petrol,Third Party insurance,Manual,16.02,1373,93.7,Others,7,Kolkata
Sedan,115173,1,Tata,Tata Zest,2017,432000,Diesel,Comprehensive,Manual,22.95,1248,74.0,Silver,5,Kolkata
Hatchback,26251,1,Maruti,Maruti Alto K10,2014,254999,Petrol,Third Party insurance,Manual,20.92,998,67.1,Red,5,Kolkata
SUV,35700,2,Mercedes-Benz,Mercedes-Benz GLA Class,2015,1675000,Diesel,Third Party insurance,Automatic,17.9,2143,136.0,Silver,5,Kolkata
Hatchback,6230,2,Maruti,Maruti S-Presso,2021,479000,Petrol,Comprehensive,Automatic,21.7,998,67.05,Silver,5,Kolkata
SUV,30000,1,Tata,Tata Nexon,2020,763000,Petrol,Third Party insurance,Manual,17.33,1199,118.35,Others,5,Kolkata
Sedan,25228,1,Honda,Honda Amaze,2022,846000,Petrol,Third Party insurance,Automatic,18.3,1199,88.5,Grey,5,Kolkata
SUV,46717,1,Hyundai,Hyundai Creta,2019,999000,Petrol,Comprehensive,Manual,15.8,1591,121.3,Black,5,Kolkata
Hatchback,20000,1,Hyundai,Hyundai i10,2013,280000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5,Kolkata
MUV,120000,1,Maruti,Maruti Ertiga,2018,775000,Petrol,Third Party insurance,Automatic,18.69,1462,103.0,Others,7,Kolkata
Sedan,65000,1,Skoda,Skoda Rapid,2014,350000,Diesel,Third Party,Manual,20.5,1598,105.0,Golden,5,Kolkata
Sedan,91000,1,Honda,Honda Amaze,2018,445000,Petrol,Comprehensive,Manual,19.5,1199,88.76,Brown,5,Kolkata
Hatchback,45000,1,Hyundai,Hyundai i20 Active,2017,500000,Petrol,Third Party,Manual,17.19,1197,81.86,White,5,Kolkata
Coupe,30000,1,Mercedes-Benz,Mercedes-Benz AMG GT,2016,21000000,Petrol,Third Party insurance,Automatic,12.65,3982,510.0,Others,2,Kolkata
Sedan,30000,1,Maruti,Maruti Ciaz,2019,825000,Petrol,Third Party insurance,Manual,21.56,1462,103.25,Others,5,Kolkata
Hatchback,60000,1,Maruti,Maruti Baleno,2017,509999,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Others,5,Kolkata
Sedan,56000,1,Toyota,Toyota Etios,2014,325000,Petrol,Third Party,Manual,16.78,1496,88.73,Silver,5,Kolkata
Sedan,54419,1,Hyundai,Hyundai Verna,2016,500000,Petrol,Third Party insurance,Manual,17.01,1591,121.3,Grey,5,Kolkata
MUV,22746,1,Renault,Renault Triber,2020,640000,Petrol,Comprehensive,Automatic,18.2,999,71.01,Blue,7,Kolkata
Hatchback,5385,1,Maruti,Maruti Alto 800,2020,334000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Grey,5,Kolkata
Sedan,40375,1,Audi,Audi A6,2014,1250000,Diesel,Comprehensive,Automatic,17.68,1968,174.33,Red,5,Kolkata
Hatchback,10837,1,Hyundai,Hyundai i20,2020,774000,Petrol,Comprehensive,Automatic,20.28,998,118.36,Red,5,Kolkata
Hatchback,4521,1,Maruti,Maruti Alto 800,2020,326000,Petrol,Comprehensive,Manual,22.05,796,47.33,Red,5,Kolkata
Sedan,25990,2,BMW,BMW 3 Series,2019,2400000,Diesel,Comprehensive,Automatic,22.69,1995,190.0,Blue,5,Kolkata
Sedan,6805,1,Maruti,Maruti Swift Dzire,2021,634000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Red,5,Kolkata
Sedan,47000,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,825000,Diesel,Third Party insurance,Automatic,14.94,2143,204.0,Golden,5,Kolkata
Hatchback,23733,1,Maruti,Maruti S-Presso,2021,458000,Petrol,Comprehensive,Automatic,21.7,998,67.05,Orange,5,Kolkata
Hatchback,9473,1,Maruti,Maruti S-Presso,2021,413999,Petrol,Comprehensive,Manual,21.7,998,65.71,Red,5,Kolkata
SUV,150000,1,Renault,Renault Duster,2013,310000,Diesel,Third Party insurance,Manual,19.01,1461,108.45,Brown,5,Kolkata
Sedan,70000,2,Hyundai,Hyundai Xcent,2015,450000,Petrol,Third Party insurance,Automatic,16.9,1197,82.0,Others,5,Kolkata
SUV,38200,2,Volvo,Volvo XC60,2019,4495000,Diesel,Third Party insurance,Automatic,11.2,1969,235.0,White,5,Kolkata
SUV,76187,1,Mahindra,Mahindra Alturas G4,2020,2025000,Diesel,Comprehensive,Automatic,12.05,2157,178.49,Silver,7,Kolkata
SUV,40000,1,BMW,BMW X3,2016,2460000,Diesel,Third Party insurance,Automatic,16.55,2993,258.0,Others,5,Kolkata
Sedan,89398,3,Honda,Honda New Accord,2008,500000,Petrol,Comprehensive,Automatic,11.7,2354,177.6,Golden,5,Kolkata
Sedan,50000,1,Hyundai,Hyundai Verna,2018,900000,Petrol,Third Party insurance,Manual,17.0,1591,121.3,Others,5,Kolkata
Sedan,70000,3,Toyota,Toyota Camry,2014,1200000,Petrol,Third Party insurance,Automatic,19.16,2494,158.2,White,5,Kolkata
SUV,37000,1,Mahindra,Mahindra TUV 300,2017,400000,Diesel,Third Party insurance,Manual,18.49,1493,100.0,Silver,7,Kolkata
Hatchback,42000,2,Ford,Ford Figo,2011,149000,Petrol,Comprehensive,Manual,15.6,1196,70.02,Green,5,Kolkata
Hatchback,19392,1,Maruti,Maruti Alto K10,2016,324000,Petrol,Comprehensive,Automatic,23.95,998,67.05,Red,5,Kolkata
Hatchback,9522,1,Maruti,Maruti Alto 800,2021,356000,Petrol,Comprehensive,Manual,22.05,796,47.33,Blue,5,Kolkata
Sedan,28880,1,Honda,Honda Amaze,2014,295000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Grey,5,Kolkata
Hatchback,19003,1,Chevrolet,Chevrolet Beat,2016,229999,Petrol,Comprehensive,Manual,18.6,1199,76.8,Red,5,Kolkata
Hatchback,28329,1,Maruti,Maruti Alto 800,2016,268000,Petrol,Comprehensive,Manual,22.74,796,47.3,Blue,5,Kolkata
Hatchback,9326,1,Hyundai,Hyundai i20,2022,690000,Petrol,Third Party insurance,Manual,21.0,1197,81.8,Red,5,Kolkata
Hatchback,47584,1,Maruti,Maruti Swift,2020,549000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Grey,5,Kolkata
SUV,10000,2,Kia,Kia Seltos,2022,1600000,Petrol,Third Party insurance,Manual,16.5,1353,138.08,White,5,Kolkata
Hatchback,24021,1,Hyundai,Hyundai Grand i10,2019,487000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Blue,5,Kolkata
Hatchback,44094,2,Maruti,Maruti Alto K10,2019,302000,Petrol,Comprehensive,Manual,23.95,998,67.05,Silver,5,Kolkata
SUV,45107,1,Jeep,Jeep Compass,2020,1750000,Diesel,Comprehensive,Automatic,17.1,1956,173.0,Black,5,Kolkata
Sedan,9470,1,Maruti,Maruti Swift Dzire,2015,425000,Petrol,Comprehensive,Automatic,18.5,1197,83.14,Grey,5,Kolkata
MUV,125000,1,Toyota,Toyota Innova,2007,284000,Diesel,Comprehensive,Manual,12.99,2494,100.6,Black,8,Kolkata
Hatchback,7000,1,Maruti,Maruti S-Presso,2021,430000,Petrol,Comprehensive,Manual,21.7,998,65.71,Orange,5,Kolkata
Hatchback,73000,1,Maruti,Maruti Baleno,2018,445000,Diesel,Comprehensive,Manual,27.39,1248,74.0,Red,5,Kolkata
SUV,11000,1,Maruti,Maruti Brezza,2022,1199000,Petrol,Comprehensive,Manual,19.89,1462,101.65,Silver,5,Kolkata
Hatchback,30000,1,Hyundai,Hyundai i10,2010,170000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5,Kolkata
SUV,35500,1,Nissan,Nissan Terrano,2013,350000,Diesel,Comprehensive,Manual,20.45,1461,83.8,Grey,5,Kolkata
Hatchback,10000,1,Maruti,Maruti Swift,2019,525000,Petrol,Third Party insurance,Automatic,22.0,1197,81.8,Others,5,Kolkata
Hatchback,43000,2,Hyundai,Hyundai Grand i10,2017,385000,Diesel,Comprehensive,Manual,24.0,1186,73.97,White,5,Kolkata
Hatchback,34144,1,Maruti,Maruti Wagon R,2021,498000,CNG,Comprehensive,Manual,32.52,998,58.33,Silver,5,Kolkata
Hatchback,6669,1,Hyundai,Hyundai Grand i10 Nios,2021,625000,Petrol,Third Party insurance,Manual,20.7,1197,81.86,Blue,5,Kolkata
Hatchback,22618,1,Hyundai,Hyundai Grand i10,2019,494000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Orange,5,Kolkata
Hatchback,27042,1,Maruti,Maruti Wagon R,2019,462000,CNG,Comprehensive,Manual,32.52,998,58.33,Blue,5,Kolkata
SUV,38224,1,Hyundai,Hyundai Creta,2016,710000,Petrol,Comprehensive,Manual,13.0,1591,121.3,Black,5,Kolkata
Sedan,23379,1,Honda,Honda City,2018,889000,Petrol,Comprehensive,Automatic,18.0,1497,117.6,Silver,5,Kolkata
Sedan,47000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2099000,Diesel,Comprehensive,Automatic,17.9,2143,136.0,Silver,5,Kolkata
Hatchback,21388,1,Maruti,Maruti Alto 800,2019,304000,Petrol,Comprehensive,Manual,22.05,796,47.33,Red,5,Kolkata
Hatchback,23005,1,Maruti,Maruti Wagon R,2015,308000,Petrol,Comprehensive,Manual,18.9,998,67.1,Silver,5,Kolkata
Sedan,7308,1,Hyundai,Hyundai Elantra,2021,1550000,Petrol,Comprehensive,Automatic,14.62,1999,150.19,Black,5,Kolkata
Sedan,90000,1,BMW,BMW 3 Series,2008,500000,Diesel,Third Party insurance,Automatic,13.2,1995,167.6744,Green,5,Kolkata
Hatchback,60000,1,Chevrolet,Chevrolet Beat,2013,150000,Petrol,Third Party insurance,Manual,18.6,1199,79.4,Others,5,Kolkata
Hatchback,60000,1,Volkswagen,Volkswagen Polo,2016,395000,Petrol,Third Party insurance,Manual,16.2,1199,74.0,Orange,5,Kolkata
SUV,36674,1,Kia,Kia Seltos,2020,1400000,Petrol,Comprehensive,Automatic,16.5,1353,138.08,Black,5,Kolkata
Hatchback,20000,1,Maruti,Maruti Wagon R,2019,450000,Petrol,Third Party insurance,Automatic,21.79,998,67.05,Others,5,Kolkata
Sedan,17153,1,Maruti,Maruti Swift Dzire,2018,495000,Petrol,Comprehensive,Manual,19.0,1197,85.8,Grey,5,Kolkata
SUV,39000,1,Mahindra,Mahindra XUV500,2018,1078000,Diesel,Comprehensive,Manual,16.0,2179,140.0,White,7,Kolkata
Hatchback,32165,1,Maruti,Maruti Wagon R,2020,459999,Petrol,Comprehensive,Manual,21.79,998,67.05,Orange,5,Kolkata
Sedan,27447,1,Skoda,Skoda Rapid,2018,560000,Petrol,Third Party insurance,Manual,15.41,1598,103.2,Grey,5,Kolkata
Hatchback,26305,1,Maruti,Maruti Alto 800,2015,259000,Petrol,Comprehensive,Manual,22.74,796,47.3,Red,5,Kolkata
Hatchback,20000,1,Maruti,Maruti Alto,2008,130000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Others,5,Kolkata
Hatchback,17024,2,Datsun,Datsun RediGO,2018,272000,Petrol,Comprehensive,Manual,22.7,799,53.64,Grey,5,Kolkata
Sedan,9243,1,Honda,Honda City,2020,982000,Petrol,Third Party insurance,Automatic,18.3,1498,119.35,Red,5,Kolkata
Sedan,100000,1,Skoda,Skoda Rapid,2017,425000,Petrol,Comprehensive,Manual,15.41,1598,103.2,Silver,5,Kolkata
Hatchback,19280,1,Datsun,Datsun GO,2017,297000,Petrol,Comprehensive,Manual,20.63,1198,67.0,Blue,5,Kolkata
SUV,10000,1,Hyundai,Hyundai Venue,2019,750000,Petrol,Third Party insurance,Manual,18.27,998,118.35,Others,5,Kolkata
Sedan,9646,1,Maruti,Maruti Swift Dzire,2021,658000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Grey,5,Kolkata
SUV,11344,1,Maruti,Maruti SX4 S Cross,2020,750000,Petrol,Third Party insurance,Manual,18.55,1462,103.25,Blue,5,Kolkata
Sedan,17899,1,BMW,BMW 3 Series,2021,4600000,Petrol,Comprehensive,Automatic,16.13,1998,254.79,Black,5,Kolkata
Hatchback,6000,0,Renault,Renault KWID,2021,449000,Petrol,Comprehensive,Manual,23.01,999,67.0,Outback Bronze,5,Kolkata
Hatchback,80000,1,Chevrolet,Chevrolet Beat,2010,150000,Petrol,Third Party insurance,Manual,18.6,1199,79.4,Black,5,Kolkata
Hatchback,50000,1,Tata,Tata Indica,2006,99703,Diesel,Third Party insurance,Manual,17.88,1396,52.8,Others,5,Kolkata
Hatchback,35000,2,Hyundai,Hyundai i20,2014,450000,Diesel,Third Party,Manual,22.54,1396,88.73,Grey,5,Kolkata
MUV,31244,2,Maruti,Maruti Ertiga,2015,565000,Petrol,Third Party insurance,Manual,17.5,1373,91.1,Golden,7,Kolkata
Hatchback,40000,1,Hyundai,Hyundai Grand i10,2017,409999,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Grey,5,Kolkata
Hatchback,30000,2,Chevrolet,Chevrolet Beat,2012,170000,Petrol,Third Party insurance,Manual,18.6,1199,79.4,Green,5,Kolkata
Sedan,60000,1,Tata,Tata Indigo,2012,178000,Diesel,Third Party insurance,Manual,23.03,1396,69.0,White,5,Kolkata
Sedan,70000,1,BMW,BMW 5 Series,2010,894999,Diesel,Comprehensive,Automatic,16.73,2993,218.0,Silver,5,Kolkata
Hatchback,65440,1,Hyundai,Hyundai EON,2015,239000,Petrol,Comprehensive,Manual,21.1,814,55.2,Silver,5,Kolkata
Hatchback,35884,1,Tata,Tata Altroz,2021,652000,Petrol,Comprehensive,Manual,19.33,1199,86.83,Blue,5,Kolkata
Sedan,77500,1,Toyota,Toyota Corolla Altis,2015,550000,Petrol,Third Party insurance,Manual,14.28,1798,138.03,Golden,5,Kolkata
Sedan,59729,1,Toyota,Toyota Corolla Altis,2015,599000,Petrol,Comprehensive,Manual,14.28,1798,138.03,Golden,5,Kolkata
Hatchback,64854,1,Maruti,Maruti Alto 800,2014,199000,Petrol,Comprehensive,Manual,22.74,796,47.3,Blue,5,Kolkata
Sedan,29836,2,Maruti,Maruti Swift Dzire,2018,575000,Petrol,Comprehensive,Manual,22.0,1197,81.8,Golden,5,Kolkata
Sedan,74094,1,Ford,Ford Aspire,2017,445000,Diesel,Comprehensive,Manual,25.83,1498,99.0,Grey,5,Kolkata
Hatchback,11590,1,Maruti,Maruti Swift,2021,620000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Blue,5,Kolkata
Hatchback,9461,1,Honda,Honda Jazz,2021,706000,Petrol,Comprehensive,Manual,17.1,1199,88.5,Brown,5,Kolkata
Sedan,59006,3,Renault,Renault Scala,2014,363000,Diesel,Comprehensive,Manual,21.64,1461,84.8,Silver,5,Kolkata
MUV,10000,1,Toyota,Toyota Innova Crysta,2022,2400000,Diesel,Third Party insurance,Manual,12.0,2393,148.0,Others,7,Kolkata
Sedan,150000,2,Maruti,Maruti Swift Dzire,2017,492000,Diesel,Third Party insurance,Manual,26.59,1248,74.0,Others,5,Kolkata
Sedan,40000,3,Honda,Honda Amaze,2016,360000,Petrol,Third Party insurance,Manual,17.8,1198,86.7,Gray,5,Kolkata
Sedan,80000,2,Maruti,Maruti Swift Dzire,2009,280000,Diesel,Third Party insurance,Manual,19.3,1248,73.9,Others,5,Kolkata
SUV,90000,1,Toyota,Toyota Fortuner,2016,1639999,Diesel,Third Party insurance,Automatic,12.55,2982,168.5,Others,7,Kolkata
SUV,80000,2,Land Rover,Land Rover Freelander 2,2012,950000,Diesel,Third Party insurance,Automatic,12.35,2179,187.74,Black,5,Kolkata
SUV,73000,2,Toyota,Toyota Fortuner,2014,1299000,Diesel,Comprehensive,Manual,12.55,2982,168.5,White,7,Kolkata
Hatchback,150000,1,Maruti,Maruti Wagon R,2010,250000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Others,5,Kolkata
Sedan,33600,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,3950000,Diesel,Third Party insurance,Automatic,18.0,2987,254.8,Black,5,Kolkata
Hatchback,60000,3,Toyota,Toyota Etios Liva,2011,250000,Diesel,Third Party insurance,Manual,23.59,1364,254.8,Others,5,Kolkata
Hatchback,82286,1,Honda,Honda Jazz,2016,373000,Petrol,Third Party,Manual,18.7,1199,88.7,Others,5,Kolkata
SUV,59880,2,Honda,Honda CR-V,2010,415000,Petrol,Third Party,Manual,14.0,1997,88.7,White,5,Kolkata
MUV,29841,1,Toyota,Toyota Innova Crysta,2021,2200000,Diesel,Comprehensive,Manual,12.0,2393,148.0,White,8,Kolkata
Hatchback,10518,1,Maruti,Maruti Celerio,2022,517000,Petrol,Comprehensive,Manual,25.24,998,65.71,Grey,5,Kolkata
Hatchback,6204,1,Maruti,Maruti Celerio,2020,455999,Petrol,Comprehensive,Manual,23.1,998,67.04,Grey,5,Kolkata
MUV,20000,1,Mahindra,Mahindra Marazzo,2020,1250000,Diesel,Third Party insurance,Manual,17.3,1497,120.96,Blue,8,Kolkata
Hatchback,23696,1,Hyundai,Hyundai i20,2013,311000,Petrol,Third Party,Manual,18.5,1197,82.85,Brown,5,Kolkata
MUV,112000,1,Toyota,Toyota Innova,2016,950000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,White,8,Kolkata
Hatchback,7569,1,Maruti,Maruti Alto 800,2020,305000,Petrol,Comprehensive,Manual,22.05,796,47.33,Blue,5,Kolkata
Hatchback,18800,1,Maruti,Maruti Swift,2019,583000,Petrol,Comprehensive,Automatic,21.21,1197,81.8,Blue,5,Kolkata
Hatchback,32147,1,Renault,Renault KWID,2018,250000,Petrol,Third Party insurance,Automatic,24.04,999,67.0,Red,5,Kolkata
SUV,27000,1,Ford,Ford Ecosport,2016,430000,Petrol,Comprehensive,Manual,17.0,1497,121.36,White,5,Kolkata
Hatchback,35100,1,Chevrolet,Chevrolet Beat,2010,150000,Petrol,Third Party,Manual,18.6,1199,79.4,Green,5,Kolkata
SUV,20000,1,Tata,Tata Nexon,2022,650000,Petrol,Third Party insurance,Manual,17.33,1199,118.35,Others,5,Kolkata
Hatchback,31458,1,Hyundai,Hyundai Grand i10,2014,330000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Silver,5,Kolkata
Sedan,12000,1,Audi,Audi A4,2015,1499000,Petrol,Third Party,Automatic,15.64,1798,167.62,White,5,Kolkata
Sedan,10000,1,Honda,Honda Amaze,2021,675000,Petrol,Third Party insurance,Manual,18.6,1199,88.76,Black,5,Kolkata
SUV,32000,1,Maruti,Maruti Vitara Brezza,2018,775000,Diesel,Comprehensive,Automatic,24.3,1248,88.5,Cherry Red,5,Kolkata
Hatchback,37659,1,Maruti,Maruti Swift,2012,280000,Diesel,Comprehensive,Manual,22.9,1248,74.0,Orange,5,Kolkata
Sedan,31479,1,Maruti,Maruti Swift Dzire,2020,588000,Petrol,Comprehensive,Automatic,22.61,1197,88.5,Blue,5,Kolkata
Hatchback,10998,1,Maruti,Maruti Alto 800,2019,329000,Petrol,Comprehensive,Manual,22.05,796,47.33,Silver,5,Kolkata
Hatchback,10000,1,Renault,Renault KWID,2021,459999,Petrol,Third Party insurance,Automatic,22.0,999,67.0,Gray,5,Kolkata
Hatchback,27370,1,Maruti,Maruti Wagon R,2021,479000,CNG,Comprehensive,Manual,32.52,998,58.33,White,5,Kolkata
Hatchback,39714,1,Maruti,Maruti Swift,2016,380000,Petrol,Comprehensive,Manual,20.4,1197,81.8,Silver,5,Kolkata
Hatchback,34000,1,Hyundai,Hyundai EON,2015,235000,Petrol,Comprehensive,Manual,21.1,814,55.2,Blue,5,Kolkata
Hatchback,41469,2,Hyundai,Hyundai i10,2015,309000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Grey,5,Kolkata
Hatchback,6033,1,Maruti,Maruti Baleno,2019,670000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Grey,5,Kolkata
Hatchback,28036,1,Maruti,Maruti Alto 800,2017,269000,Petrol,Comprehensive,Manual,24.7,796,47.3,White,5,Kolkata
Hatchback,19631,1,Maruti,Maruti Alto 800,2014,248000,Petrol,Comprehensive,Manual,22.74,796,47.3,Red,5,Kolkata
SUV,70000,1,Mahindra,Mahindra KUV 100,2016,300000,Diesel,Third Party insurance,Manual,25.32,1198,77.0,Others,6,Kolkata
Sedan,50000,1,Honda,Honda City,2015,459999,Petrol,Comprehensive,Manual,17.8,1497,117.3,Silver,5,Kolkata
SUV,33197,1,Mahindra,Mahindra XUV500,2020,1075000,Diesel,Comprehensive,Manual,15.1,2179,152.87,White,7,Kolkata
Hatchback,29000,1,Maruti,Maruti Baleno,2018,570000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Grey,5,Kolkata
SUV,60000,1,Tata,Tata Nexon,2021,975000,Petrol,Comprehensive,Automatic,16.35,1199,118.36,Green,5,Kolkata
Hatchback,48000,1,Maruti,Maruti Wagon R,2018,330000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Grey,5,Kolkata
Hatchback,10000,1,Hyundai,Hyundai EON,2013,220000,Petrol,Third Party insurance,Manual,21.1,814,55.2,Others,5,Kolkata
Hatchback,41000,1,Maruti,Maruti Swift,2018,495000,Petrol,Comprehensive,Manual,22.0,1197,81.8,Sunset Red,5,Kolkata
SUV,79955,2,Mahindra,Mahindra Scorpio,2017,890000,Diesel,Comprehensive,Manual,15.4,1997,120.0,White,9,Kolkata
Sedan,25910,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3500000,Diesel,Comprehensive,Automatic,19.27,2143,170.0,White,5,Kolkata
Hatchback,44446,2,Hyundai,Hyundai EON,2018,279000,Petrol,Comprehensive,Manual,21.1,814,55.2,Red,5,Kolkata
Hatchback,30658,1,Tata,Tata Tiago,2018,424000,Diesel,Comprehensive,Manual,27.28,1047,69.0,Red,5,Kolkata
Sedan,44000,1,Honda,Honda City,2017,595000,Petrol,Third Party insurance,Manual,17.8,1497,117.3,Red,5,Kolkata
