Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
SUV,55702,1,Ford,Ford Ecosport,2018,844000,Petrol,Third Party insurance,Automatic,14.8,1497,121.36,Silver,5,Bangalore
Hatchback,45046,1,Hyundai,Hyundai i20 Active,2016,764000,Diesel,Zero Dep,Manual,21.19,1396,88.73,Brown,5,Bangalore
Hatchback,53000,2,Maruti,Maruti Ritz,2014,420000,Petrol,Third Party insurance,Manual,18.5,1197,85.8,Silver,5,Bangalore
Hatchback,94695,1,Maruti,Maruti Baleno,2016,684000,Diesel,Comprehensive,Manual,27.39,1248,74.0,Red,5,Bangalore
Hatchback,22162,1,Maruti,Maruti Baleno,2019,802999,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Silver,5,Bangalore
Hatchback,70000,2,Hyundai,Hyundai Santro Xing,2010,320000,Petrol,Comprehensive,Manual,17.92,1086,62.1,Others,5,Bangalore
Sedan,115331,1,Honda,Honda City,2017,803999,Diesel,Comprehensive,Manual,26.0,1498,98.6,Silver,5,Bangalore
Sedan,70000,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,1400000,Diesel,Third Party insurance,Automatic,10.0,2148,170.0,Others,5,Bangalore
Hatchback,42233,2,Maruti,Maruti Swift,2016,548000,Petrol,Comprehensive,Manual,22.38,1197,88.5,White,5,Bangalore
Hatchback,20941,1,Hyundai,Hyundai Grand i10,2019,619000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Others,5,Bangalore
SUV,50000,2,Maruti,Maruti Vitara Brezza,2018,1000000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5,Bangalore
SUV,46602,1,Honda,Honda WR-V,2018,865000,Petrol,Comprehensive,Manual,17.5,1199,88.7,Brown,5,Bangalore
SUV,50000,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,1000000,Diesel,Third Party insurance,Automatic,11.18,2696,184.0,White,7,Bangalore
Hatchback,104000,2,Maruti,Maruti Swift,2014,535000,Diesel,Third Party insurance,Manual,25.2,1248,74.0,Red,5,Bangalore
SUV,90000,1,Ford,Ford Ecosport,2018,975000,Diesel,Comprehensive,Manual,23.0,1498,98.96,Brown,5,Bangalore
Hatchback,50035,1,Maruti,Maruti Baleno,2017,699000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Blue,5,Bangalore
SUV,80000,1,Tata,Tata Nexon,2021,1150000,Petrol,Third Party insurance,Manual,17.57,1199,118.36,Gray,5,Bangalore
Hatchback,90000,2,Hyundai,Hyundai i20,2015,625000,Petrol,Third Party,Manual,18.6,1197,81.83,Maroon,5,Bangalore
Sedan,90000,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,1000000,Diesel,Comprehensive,Automatic,14.21,2143,203.0,Others,5,Bangalore
Sedan,120000,1,Toyota,Toyota Corolla Altis,2011,600000,Diesel,Third Party insurance,Manual,21.43,1364,87.2,Silver,5,Bangalore
Sedan,25170,1,Maruti,Maruti Swift Dzire,2015,675000,Petrol,Zero Dep,Manual,22.41,1197,88.5,Blue,5,Bangalore
Sedan,25022,1,Maruti,Maruti Ciaz,2021,893000,Petrol,Zero Dep,Manual,20.65,1462,103.25,Others,5,Bangalore
Hatchback,100000,2,Maruti,Maruti Swift,2012,420000,Diesel,Third Party insurance,Manual,22.9,1248,74.0,Others,5,Bangalore
Sedan,26367,1,Maruti,Maruti Ciaz,2020,941000,Petrol,Comprehensive,Manual,20.65,1462,103.25,Others,5,Bangalore
Sedan,76567,2,Hyundai,Hyundai Elantra,2015,630000,Petrol,Comprehensive,Automatic,14.5,1797,147.5,Silver,5,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2013,1275000,Diesel,Comprehensive,Manual,12.99,2494,100.6,Others,7,Bangalore
Hatchback,36459,2,Hyundai,Hyundai Grand i10,2015,525000,Petrol,Zero Dep,Automatic,18.9,1197,82.0,Red,5,Bangalore
SUV,93725,1,Maruti,Maruti SX4 S Cross,2016,750000,Diesel,Third Party insurance,Manual,23.65,1248,88.5,Grey,5,Bangalore
Sedan,115599,2,Maruti,Maruti Ciaz,2016,632000,Petrol,Comprehensive,Automatic,19.12,1373,91.1,Silver,5,Bangalore
Sedan,43469,1,Maruti,Maruti Swift Dzire,2015,645000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Red,5,Bangalore
Sedan,70000,4,Ford,Ford Ikon,2005,500000,Petrol,Third Party insurance,Manual,13.8,1299,70.0,Others,5,Bangalore
SUV,77000,2,BMW,BMW X5,2019,6795000,Diesel,Comprehensive,Automatic,13.38,2993,261.5,White,5,Bangalore
SUV,100000,1,Maruti,Maruti Vitara Brezza,2018,850000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5,Bangalore
Sedan,72000,1,Mitsubishi,Mitsubishi Cedia,2008,299000,Petrol,Third Party,Manual,14.7,1999,115.0,Silver,5,Bangalore
Sedan,77000,1,Jaguar,Jaguar XF,2013,2095000,Diesel,Comprehensive,Automatic,16.36,2179,187.7,Blue,5,Bangalore
SUV,87101,1,Audi,Audi Q7,2013,2800000,Diesel,Comprehensive,Automatic,12.07,2967,241.4,White,7,Bangalore
Hatchback,40771,2,Volkswagen,Volkswagen Polo,2021,999000,Petrol,Comprehensive,Manual,18.24,999,108.62,Silver,5,Bangalore
Hatchback,28000,1,Honda,Honda Jazz,2018,825000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Silver,5,Bangalore
Hatchback,40000,3,Maruti,Maruti Wagon R,2008,250000,Petrol,Comprehensive,Manual,18.9,1061,67.0,Silver,5,Bangalore
SUV,26000,1,Hyundai,Hyundai Venue,2020,1295000,Petrol,Third Party insurance,Automatic,18.15,998,118.35,White,5,Bangalore
Hatchback,76032,1,Maruti,Maruti Wagon R,2012,329000,Petrol,Third Party,Manual,18.9,998,67.1,Silver,5,Bangalore
Sedan,113780,1,Maruti,Maruti Ciaz,2018,666000,Petrol,Third Party insurance,Manual,21.56,1462,103.25,Blue,5,Bangalore
Sedan,24000,1,Audi,Audi A3,2019,2290000,Diesel,Zero Dep,Automatic,20.38,1968,143.0,White,5,Bangalore
SUV,65812,2,Hyundai,Hyundai Venue,2020,1026000,Diesel,Third Party insurance,Manual,23.7,1493,98.6,White,5,Bangalore
SUV,10000,1,Skoda,Skoda Kushaq,2022,1700000,Petrol,Third Party insurance,Automatic,17.2,999,113.98,Red,5,Bangalore
Hatchback,39959,1,Maruti,Maruti Baleno,2016,681000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Orange,5,Bangalore
SUV,10000,1,Hyundai,Hyundai Alcazar,2022,1689999,Petrol,Third Party insurance,Automatic,14.2,1999,156.9,Others,7,Bangalore
Hatchback,65484,3,Maruti,Maruti Alto K10,2016,318000,Petrol,Third Party insurance,Manual,24.39,998,65.71,Others,5,Bangalore
Hatchback,49174,1,Maruti,Maruti Baleno,2017,688000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Red,5,Bangalore
SUV,20000,1,Volkswagen,Volkswagen Taigun,2022,1300000,Petrol,Third Party insurance,Manual,20.08,999,113.98,Red,5,Bangalore
Hatchback,50000,1,Hyundai,Hyundai i10,2009,265000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5,Bangalore
Sedan,40000,2,Maruti,Maruti Swift Dzire,2018,645000,Petrol,Third Party insurance,Automatic,22.0,1197,81.8,Others,5,Bangalore
SUV,30000,1,Hyundai,Hyundai Alcazar,2022,2000000,Petrol,Third Party insurance,Automatic,14.2,1999,156.9,White,7,Bangalore
Coupe,50000,3,BMW,BMW 3 Series,2007,900000,Petrol,Third Party insurance,Automatic,10.9,2497,215.0,Others,5,Bangalore
Hatchback,80000,1,Maruti,Maruti Swift,2020,620000,Petrol,Third Party insurance,Manual,21.21,1197,81.8,Others,5,Bangalore
SUV,20000,1,MG,MG Astor,2022,1470000,Petrol,Third Party insurance,Manual,15.43,1498,108.49,Others,5,Bangalore
Sedan,70000,1,Hyundai,Hyundai Accent,2010,220000,CNG,Comprehensive,Manual,13.2,1495,93.7,Others,5,Bangalore
Sedan,90000,1,Audi,Audi A4,2014,1475000,Diesel,Comprehensive,Automatic,17.11,1968,174.33,Others,5,Bangalore
Hatchback,40000,1,Renault,Renault KWID,2020,415000,Petrol,Third Party insurance,Manual,21.74,999,67.0,Blue,5,Bangalore
Hatchback,63797,1,Honda,Honda Jazz,2016,610000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5,Bangalore
Hatchback,60216,2,Hyundai,Hyundai Grand i10,2018,560000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Red,5,Bangalore
Hatchback,10000,2,Maruti,Maruti Alto K10,2015,425000,Petrol,Third Party insurance,Automatic,23.95,998,67.05,Others,5,Bangalore
Hatchback,38153,1,Maruti,Maruti Baleno,2016,686000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Silver,5,Bangalore
Hatchback,76485,1,Maruti,Maruti Swift,2015,517000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Silver,5,Bangalore
Hatchback,40000,2,Maruti,Maruti Wagon R,2015,385000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Others,5,Bangalore
Hatchback,40623,1,Maruti,Maruti Baleno,2016,675000,Petrol,Third Party,Manual,21.4,1197,83.1,Blue,5,Bangalore
Sedan,18000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000,Diesel,Third Party insurance,Automatic,19.27,2143,167.62,Red,5,Bangalore
Hatchback,88051,1,Maruti,Maruti Swift,2014,499000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Red,5,Bangalore
Hatchback,16522,1,Maruti,Maruti Swift,2022,774000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Others,5,Bangalore
SUV,70000,2,Jeep,Jeep Compass,2019,1475000,Diesel,Third Party insurance,Manual,16.3,1956,170.0,Others,5,Bangalore
Hatchback,80000,3,Maruti,Maruti Wagon R,2008,240000,Petrol,Third Party insurance,Manual,18.9,1061,67.0,Others,5,Bangalore
SUV,50000,1,Hyundai,Hyundai Venue,2019,1025000,Diesel,Third Party insurance,Manual,23.7,1396,88.76,Others,5,Bangalore
SUV,10000,1,Tata,Tata Nexon,2023,1400000,Petrol,Third Party insurance,Manual,17.33,1199,118.35,Others,5,Bangalore
Hatchback,57000,2,Hyundai,Hyundai EON,2013,285000,Petrol,Third Party insurance,Manual,21.1,814,55.2,Silver,5,Bangalore
SUV,110000,1,Mahindra,Mahindra XUV500,2016,1000000,Diesel,Third Party insurance,Manual,16.0,2179,140.0,Others,7,Bangalore
Hatchback,10000,1,Maruti,Maruti Baleno,2019,780000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Red,5,Bangalore
Hatchback,50000,2,Maruti,Maruti Swift,2012,475000,Petrol,Third Party insurance,Manual,18.6,1197,85.8,Others,5,Bangalore
SUV,120000,1,Mahindra,Mahindra XUV300,2019,750000,Diesel,Third Party insurance,Manual,20.0,1497,115.0,Red,5,Bangalore
Hatchback,35469,1,Hyundai,Hyundai Grand i10,2014,555000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Grey,5,Bangalore
Hatchback,40073,2,Honda,Honda Jazz,2017,607000,Petrol,Third Party,Manual,18.7,1199,88.7,Others,5,Bangalore
Hatchback,65730,2,Hyundai,Hyundai Grand i10,2017,513999,Petrol,Comprehensive,Manual,18.9,1197,81.86,Red,5,Bangalore
Sedan,120000,2,Maruti,Maruti Baleno,2005,250000,Petrol,Third Party insurance,Manual,15.4,1590,94.0,Silver,5,Bangalore
Hatchback,36184,2,Maruti,Maruti Baleno,2016,705000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Silver,5,Bangalore
Hatchback,69310,1,Maruti,Maruti Baleno,2016,653000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,White,5,Bangalore
Sedan,55643,1,Honda,Honda City,2015,872000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,White,5,Bangalore
Hatchback,62803,2,Hyundai,Hyundai Grand i10,2017,564000,Petrol,Comprehensive,Automatic,18.9,1197,81.86,Red,5,Bangalore
Hatchback,90000,2,Volkswagen,Volkswagen Polo,2011,370000,Diesel,Third Party insurance,Manual,22.07,1199,73.9,Others,5,Bangalore
Hatchback,68656,1,Maruti,Maruti Swift,2015,550000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Silver,5,Bangalore
Hatchback,77501,3,Honda,Honda Jazz,2016,517000,Petrol,Third Party insurance,Manual,18.7,1199,88.7,Brown,5,Bangalore
Sedan,40000,1,Maruti,Maruti Swift Dzire,2016,620000,Petrol,Third Party insurance,Manual,20.85,1197,83.14,Others,5,Bangalore
Sedan,40000,1,Maruti,Maruti Swift Dzire,2016,620000,Petrol,Comprehensive,Manual,20.85,1197,83.14,Others,5,Bangalore
Sedan,48325,1,Honda,Honda City,2014,750000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,White,5,Bangalore
SUV,30000,1,Tata,Tata Nexon,2022,1220000,Petrol,Third Party insurance,Manual,17.57,1199,118.36,Others,5,Bangalore
Hatchback,100000,2,Mercedes-Benz,Mercedes-Benz B Class,2013,1350000,Diesel,Third Party insurance,Automatic,14.8,2143,120.7,White,5,Bangalore
Hatchback,69000,1,Maruti,Maruti Swift,2015,575000,Petrol,Third Party insurance,Manual,22.0,1197,81.8,White,5,Bangalore
SUV,110000,1,Jeep,Jeep Compass,2018,1250000,Diesel,Third Party insurance,Manual,17.1,1956,170.0,Others,5,Bangalore
Sedan,50000,2,Hyundai,Hyundai Verna,2016,868000,Petrol,Third Party,Manual,17.01,1591,121.3,Others,5,Bangalore
MUV,60000,1,Kia,Kia Carnival,2020,3000000,Diesel,Comprehensive,Automatic,14.11,2199,197.2,White,8,Bangalore
Hatchback,20000,1,Hyundai,Hyundai i20,2021,980000,Petrol,Third Party insurance,Manual,20.0,998,118.36,Others,5,Bangalore
Hatchback,14999,1,Maruti,Maruti Swift,2022,900000,Petrol,Zero Dep,Automatic,22.56,1197,88.5,White,5,Bangalore
Hatchback,90773,2,Honda,Honda Jazz,2016,550000,Petrol,Comprehensive,Manual,18.7,1199,88.7,White,5,Bangalore
Sedan,90000,1,Skoda,Skoda Rapid,2012,450000,Diesel,Third Party insurance,Manual,20.5,1598,103.5,Gray,5,Bangalore
Hatchback,64917,2,Maruti,Maruti Swift,2017,610000,Petrol,Zero Dep,Manual,20.4,1197,81.8,White,5,Bangalore
Hatchback,70235,1,Honda,Honda Jazz,2017,543000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5,Bangalore
Hatchback,30000,1,Hyundai,Hyundai i20,2021,980000,Petrol,Third Party insurance,Manual,20.0,998,118.36,Others,5,Bangalore
Hatchback,78782,1,Honda,Honda Jazz,2016,535000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5,Bangalore
SUV,164000,2,Mahindra,Mahindra XUV500,2014,850000,Diesel,Third Party insurance,Manual,15.1,2179,140.0,O Purple,7,Bangalore
Sedan,72136,2,Maruti,Maruti Ciaz,2016,661000,Petrol,Third Party insurance,Manual,20.73,1373,91.1,Silver,5,Bangalore
Hatchback,52486,2,Maruti,Maruti Swift,2015,505000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Others,5,Bangalore
Sedan,150000,1,Skoda,Skoda Laura,2007,450000,Diesel,Comprehensive,Automatic,15.6,1896,106.0,Black,5,Bangalore
SUV,36887,1,Honda,Honda WR-V,2017,865000,Petrol,Comprehensive,Manual,17.5,1199,88.7,Silver,5,Bangalore
SUV,47962,1,Hyundai,Hyundai Venue,2019,999000,Petrol,Third Party insurance,Manual,18.27,998,118.35,Blue,5,Bangalore
SUV,135000,1,Nissan,Nissan Terrano,2014,595000,Diesel,Third Party insurance,Manual,20.45,1461,83.8,Silver,5,Bangalore
Sedan,47398,2,Skoda,Skoda Superb,2018,2365000,Petrol,Comprehensive,Automatic,14.67,1798,177.46,Brown,5,Bangalore
Sedan,50000,2,Fiat,Fiat Linea,2012,400000,Petrol,Comprehensive,Manual,14.6,1368,112.0,Gray,5,Bangalore
Sedan,100000,1,Maruti,Maruti Swift Dzire,2012,550000,Diesel,Third Party insurance,Manual,19.3,1248,73.9,White,5,Bangalore
SUV,55000,1,BMW,BMW X4,2020,6050000,Diesel,Zero Dep,Automatic,14.71,2993,261.5,White,5,Bangalore
SUV,110000,2,BMW,BMW X3,2011,1600000,Diesel,Zero Dep,Automatic,16.55,1995,218.0,Black,5,Bangalore
Hatchback,90000,3,Volkswagen,Volkswagen Polo,2013,520000,Petrol,Third Party insurance,Automatic,17.21,1197,103.6,Others,5,Bangalore
Hatchback,116624,1,Maruti,Maruti Baleno,2016,616000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5,Bangalore
Sedan,54561,2,Maruti,Maruti Ciaz,2019,795000,Petrol,Zero Dep,Manual,21.56,1462,103.25,Silver,5,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2013,1275000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,Others,7,Bangalore
Hatchback,65072,1,Honda,Honda Jazz,2016,624000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Red,5,Bangalore
Hatchback,133532,1,Hyundai,Hyundai Grand i10,2017,549000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Others,5,Bangalore
MUV,120000,3,Toyota,Toyota Innova,2010,760000,Diesel,Comprehensive,Manual,11.4,2494,100.6,Others,7,Bangalore
Sedan,39886,1,Maruti,Maruti Swift Dzire,2013,524000,Petrol,Zero Dep,Manual,22.41,1197,88.5,Orange,5,Bangalore
SUV,80000,1,Mahindra,Mahindra XUV500,2019,1650000,Diesel,Third Party insurance,Manual,15.1,2179,152.87,White,7,Bangalore
Hatchback,56976,2,Maruti,Maruti Swift,2015,583000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Others,5,Bangalore
Sedan,68303,2,Volkswagen,Volkswagen Vento,2020,1147000,Petrol,Third Party insurance,Manual,17.69,999,108.62,White,5,Bangalore
Hatchback,80000,2,Mini,Mini Cooper,2013,1750000,Petrol,Third Party insurance,Automatic,13.6,1598,181.0,Red,4,Bangalore
Sedan,54000,1,Skoda,Skoda Rapid,2016,825000,Diesel,Comprehensive,Automatic,21.72,1498,108.6,Grey,5,Bangalore
SUV,98500,1,Land Rover,Land Rover Discovery Sport,2016,3150000,Diesel,Third Party,Automatic,12.51,2179,187.7,White,7,Bangalore
Hatchback,72348,1,Volkswagen,Volkswagen Polo,2018,755000,Petrol,Comprehensive,Manual,16.2,1199,74.0,Grey,5,Bangalore
SUV,70000,1,Hyundai,Hyundai Creta,2015,875000,Petrol,Comprehensive,Manual,13.0,1591,121.3,Silver,5,Bangalore
Hatchback,62696,1,Volkswagen,Volkswagen Polo,2021,855000,Petrol,Comprehensive,Manual,17.74,999,75.1,White,5,Bangalore
SUV,174000,3,Toyota,Toyota Fortuner,2014,1845000,Diesel,Comprehensive,Automatic,12.55,2982,168.5,White,7,Bangalore
Hatchback,65000,1,Hyundai,Hyundai Grand i10,2016,525000,Petrol,Zero Dep,Manual,18.9,1197,82.0,Orange,5,Bangalore
Hatchback,36000,1,Hyundai,Hyundai Grand i10,2017,650000,Petrol,Comprehensive,Automatic,18.9,1197,81.86,Silver,5,Bangalore
MUV,199000,2,Toyota,Toyota Innova,2011,950000,Diesel,Comprehensive,Manual,12.8,2494,102.0,White,7,Bangalore
Sedan,71905,1,Honda,Honda City,2018,846000,Petrol,Third Party insurance,Automatic,18.0,1497,117.6,Brown,5,Bangalore
Hatchback,69748,2,Maruti,Maruti Swift,2013,424000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Red,5,Bangalore
Hatchback,44000,1,Maruti,Maruti Alto,2008,210000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Maroon,5,Bangalore
Sedan,17875,2,Toyota,Toyota Yaris,2021,959000,Petrol,Comprehensive,Manual,17.1,1496,105.94,Red,5,Bangalore
SUV,95678,1,Renault,Renault Duster,2020,889000,Petrol,Third Party insurance,Manual,16.42,1330,153.866,White,5,Bangalore
SUV,12003,1,Renault,Renault Kiger,2022,850000,Petrol,Comprehensive,Automatic,19.03,999,71.01,Silver,5,Bangalore
SUV,114427,2,Ford,Ford Ecosport,2018,836000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Red,5,Bangalore
SUV,20000,1,Renault,Renault Kiger,2022,660000,Petrol,Third Party insurance,Automatic,19.03,999,71.01,Others,5,Bangalore
Hatchback,64655,1,Honda,Honda Brio,2012,334000,Petrol,Third Party insurance,Manual,19.4,1198,86.8,White,5,Bangalore
SUV,46456,1,Mahindra,Mahindra KUV 100,2018,594000,Petrol,Third Party insurance,Manual,18.15,1198,82.0,Red,6,Bangalore
SUV,20000,1,Renault,Renault Kiger,2021,991000,Petrol,Third Party insurance,Automatic,18.24,999,98.63,Others,5,Bangalore
SUV,50000,1,Jeep,Jeep Compass,2018,1450000,Diesel,Comprehensive,Manual,17.1,1956,170.0,Others,5,Bangalore
Sedan,90000,4,Volkswagen,Volkswagen Vento,2011,219000,Diesel,Third Party insurance,Manual,20.54,1598,103.6,Others,5,Bangalore
SUV,20000,1,Hyundai,Hyundai Venue,2022,1285000,Diesel,Third Party insurance,Manual,20.54,1493,113.45,Others,5,Bangalore
SUV,27000,1,Volvo,Volvo XC40,2021,4195000,Petrol,Third Party insurance,Automatic,20.54,1969,187.4,White,5,Bangalore
MUV,150000,3,Toyota,Toyota Innova,2008,455000,Diesel,Third Party insurance,Manual,12.8,2494,102.0,Others,8,Bangalore
Hatchback,10000,1,Maruti,Maruti Baleno,2022,825000,Petrol,Third Party insurance,Manual,22.35,1197,88.5,Others,5,Bangalore
Sedan,40000,1,Honda,Honda City,2018,825000,Petrol,Third Party,Manual,17.4,1497,117.6,Others,5,Bangalore
SUV,40000,1,Ford,Ford Ecosport,2020,919999,Diesel,Comprehensive,Manual,23.0,1498,98.96,Blue,5,Bangalore
Sedan,20000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000,Diesel,Third Party insurance,Automatic,19.27,2143,167.62,Others,5,Bangalore
SUV,91598,2,Ford,Ford Ecosport,2017,729000,Diesel,Comprehensive,Manual,22.77,1498,98.59,Red,5,Bangalore
Hatchback,57521,1,Maruti,Maruti Celerio,2015,432000,Petrol,Comprehensive,Manual,25.24,998,65.71,Others,5,Bangalore
SUV,100000,1,Renault,Renault Duster,2016,700000,Diesel,Third Party insurance,Manual,19.87,1461,83.8,Others,5,Bangalore
Sedan,7598,1,Hyundai,Hyundai Verna,2021,1499000,Petrol,Comprehensive,Manual,17.7,1497,113.18,Others,5,Bangalore
SUV,38520,1,Renault,Renault Duster,2017,762000,Petrol,Comprehensive,Manual,13.06,1598,102.53,Brown,5,Bangalore
SUV,20000,1,MG,MG Astor,2022,1625000,Petrol,Zero Dep,Manual,15.43,1498,108.49,Others,5,Bangalore
SUV,110455,2,Renault,Renault Duster,2014,632000,Diesel,Comprehensive,Manual,20.45,1461,83.8,Brown,5,Bangalore
SUV,26901,1,Hyundai,Hyundai Venue,2020,1218000,Petrol,Third Party insurance,Automatic,18.15,998,118.35,Red,5,Bangalore
Hatchback,65376,1,Hyundai,Hyundai Grand i10,2017,524000,Petrol,Comprehensive,Automatic,18.9,1197,81.86,White,5,Bangalore
SUV,28177,3,Mahindra,Mahindra XUV500,2018,1405000,Diesel,Third Party insurance,Manual,15.1,2179,152.87,Red,7,Bangalore
SUV,10000,1,Kia,Kia Sonet,2022,1390000,Petrol,Third Party insurance,Manual,18.2,998,118.36,Others,5,Bangalore
SUV,30000,1,MG,MG Hector,2021,1889999,Petrol,Third Party insurance,Automatic,18.2,1451,141.0,White,5,Bangalore
SUV,27000,1,Hyundai,Hyundai Creta,2018,1275000,Petrol,Comprehensive,Automatic,13.0,1591,121.3,White,5,Bangalore
Hatchback,90000,3,Hyundai,Hyundai i10,2010,275000,Petrol,Third Party insurance,Automatic,19.2,1197,80.0,Others,5,Bangalore
Sedan,20000,1,Honda,Honda City,2022,1125000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Others,5,Bangalore
Sedan,82998,1,Honda,Honda City,2016,650000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,Red,5,Bangalore
Sedan,110000,3,Audi,Audi A4,2010,700000,Petrol,Comprehensive,Automatic,12.3,1781,163.2,White,5,Bangalore
Sedan,14500,1,Honda,Honda City,2019,1100000,Petrol,Third Party insurance,Manual,17.14,1497,117.6,Grey,5,Bangalore
Sedan,120000,3,Mahindra,Mahindra Verito,2016,260000,Diesel,Comprehensive,Manual,21.03,1461,65.0,White,5,Bangalore
Hatchback,68000,2,Hyundai,Hyundai i10,2010,395000,Petrol,Comprehensive,Automatic,19.2,1197,80.0,Silver,5,Bangalore
Sedan,25887,1,Hyundai,Hyundai Xcent,2019,681000,Petrol,Third Party,Manual,20.14,1197,81.86,White,5,Bangalore
Hatchback,74094,1,Maruti,Maruti S-Presso,2020,405000,Petrol,Third Party insurance,Manual,21.7,998,65.71,Others,5,Bangalore
Hatchback,40000,1,Honda,Honda Jazz,2018,765000,Petrol,Third Party insurance,Automatic,19.0,1199,88.7,White,5,Bangalore
Hatchback,91045,1,Maruti,Maruti Ritz,2014,487000,Diesel,Comprehensive,Manual,23.2,1248,73.94,Red,5,Bangalore
SUV,80033,1,Mahindra,Mahindra XUV500,2018,1474000,Diesel,Third Party insurance,Manual,15.1,2179,152.87,White,7,Bangalore
SUV,70000,2,Mahindra,Mahindra XUV500,2017,1340000,Diesel,Comprehensive,Automatic,16.0,2179,140.0,Others,7,Bangalore
MUV,13957,1,Renault,Renault Triber,2021,770000,Petrol,Comprehensive,Automatic,18.2,999,71.01,Blue,7,Bangalore
Hatchback,34140,2,Maruti,Maruti Baleno,2018,818000,Petrol,Third Party insurance,Automatic,21.4,1197,83.1,Grey,5,Bangalore
SUV,20056,1,Ford,Ford Ecosport,2017,724000,Petrol,Third Party insurance,Manual,17.0,1497,121.31,White,5,Bangalore
